 name	 vol(cu.um)	 len(um)	 <r>_vl(um)	 <r>_obs(um)	 par	 num_child	 children...		
9.03	25.088	6.37809	1.11896	0.844975	7	0			
10.03	63.7653	21.0481	0.982	0.67619	7	2	11.03	12.03	
11.03	91.9893	29.5184	0.995972	0.834705	10	0			
12.03	1.04533	0.5	0.815769	0	10	0			
8.03	542.528	83.5838	1.43739	1.31293	5	0			
4.03	526.848	15.3237	3.30816	2.42884	6	2	3.03	2.03	
3.03	241.472	50.5434	1.23318	1.23975	4	0			
2.03	1302.49	78.9022	2.29228	2.59207	4	2	0.03	1.03	
0.03	38.6773	17.3213	0.843069	0.430769	2	0			
1.03	1.04533	0.5	0.815769	0	2	0			
5.04	31.36	6.37809	1.25103	1.40661	N/A	2	3.04	6.04	
3.04	4.704	0.5	1.73051	1.06301	5	2	2.04	4.04	
2.04	45.472	9.34323	1.24465	1.09187	3	2	1.04	0.04	
1.04	23.52	6.79764	1.04946	0.843198	2	0			
0.04	36.064	10.4172	1.04975	0.7	2	0			
4.04	1016.06	90.1152	1.89446	1.95539	3	2	7.04	8.04	
7.04	41.8133	19.4687	0.826826	0.3	4	2	9.04	10.04	
9.04	26.1333	11.358	0.855799	0.311111	7	0			
10.04	1.04533	0.5	0.815769	0	7	0			
8.04	116.032	33.4859	1.05023	0.844213	4	0			
6.04	81.536	29.877	0.932032	0.430769	5	0			
2.5	5281.02	124.677	3.6719	4.21185	N/A	2	1.5	0.5	
1.5	304.192	27.3883	1.88025	2.10113	2	0			
0.5	2446.08	92.0975	2.90761	3.00046	2	0			
1.6	4.68E-154	0.5	1.73E-77	1.49E-154	N/A	0			
