 name	 vol(cu.um)	 len(um)	 <r>_vl(um)	 <r>_obs(um)	 par	 num_child	 children...		
86.001	704.659	11.3731	4.44094	3.10402	71	3	98.001	99.001	100.001
98.001	214.032	4.37374	3.94673	2.44556	86	2	106.001	107.001	
106.001	194.275	23.1305	1.63509	1.65984	98	0			
107.001	655.267	21.1102	3.14331	3.61469	98	2	112.001	113.001	
112.001	148.176	31.9517	1.21497	2.17687	107	0			
113.001	187.69	6.79661	2.96482	1.83382	107	2	118.001	119.001	
118.001	474.163	41.0559	1.91735	2.61767	113	0			
119.001	111.955	21.5206	1.28683	0.979608	113	0			
99.001	312.816	33.3994	1.72663	1.59014	86	0			
100.001	204.154	19.7363	1.81456	1.59019	86	2	94.001	105.001	
94.001	260.131	9.76677	2.91169	2.18102	100	2	81.001	95.001	
81.001	3340.55	26.8394	6.2943	7.12831	94	1	80.001		
80.001	1563.53	134.075	1.92665	2.30304	81	0			
95.001	902.227	34.2527	2.89558	2.19139	94	0			
105.001	549.898	45.3518	1.96458	2.46223	100	0			
87.001	393.49	12.1075	3.21636	2.39368	71	2	101.001	102.001	
101.001	238.728	34.0173	1.49461	1.98016	87	0			
102.001	187.69	30.8812	1.39091	1.19233	87	0			
51.001	1536.09	84.8308	2.4008	2.37057	38	2	60.001	61.001	
60.001	75.7344	20.283	1.0902	0.681739	51	0			
61.001	105.37	23.2567	1.2009	0.884994	51	0			
46.001	138.298	10.1433	2.08326	1.98522	47	0			
55.001	279.888	27.0868	1.81359	1.58369	54	0			
66.001	1623.35	15.0927	5.85123	5.16848	67	0			
47.02	1541.03	28.199	4.17075	6.87102	N/A	2	41.02	46.02	
41.02	1302.3	25.0593	4.06721	3.89831	47	2	40.02	36.02	
40.02	1185.41	43.1365	2.95758	6.14571	41	0			
36.02	10604.5	85.0175	6.30108	10.1062	41	2	33.02	37.02	
33.02	5540.68	97.0113	4.26379	6.91426	36	2	32.02	22.02	
32.02	41.16	7.78984	1.29688	1.19389	33	0			
22.02	877.531	52.5557	2.3054	2.32615	33	3	21.02	23.02	16.02
21.02	128.419	13.3566	1.74941	2.8854	22	2	30.02	31.02	
30.02	52.6848	9.61651	1.32056	0.982487	21	0			
31.02	237.082	63.5661	1.08958	0.848607	21	0			
23.02	253.546	25.1104	1.79278	1.65102	22	0			
16.02	536.726	14.5942	3.42145	2.44118	22	2	15.02	12.02	
15.02	289.766	22.5102	2.02423	1.91894	16	0			
12.02	2479.48	38.7562	4.51268	4.56124	16	2	11.02	7.02	
11.02	665.146	23.7395	2.9864	3.3761	12	0			
7.02	349.037	3.3799	5.73335	5.38589	12	2	3.02	8.02	
3.02	2494.3	24.8191	5.65596	5.85086	7	2	1.02	4.02	
1.02	515.323	22.8796	2.67757	3.37921	3	2	0.02	2.02	
0.02	128.419	37.1371	1.04915	0.806085	1	0			
2.02	323.792	56.4233	1.35154	2.53604	1	2	5.02	6.02	
5.02	20.8544	12.3664	0.732661	0.2	2	0			
6.02	4.3904	2.18687	0.799403	0	2	0			
4.02	2693.51	45.2125	4.35467	6.24037	3	2	9.02	10.02	
9.02	135.005	7.17313	2.44763	3.20592	4	0			
10.02	1010.89	58.0023	2.35534	3.03091	4	0			
8.02	1322.06	24.8191	4.11773	5.07325	7	2	13.02	14.02	
13.02	866.006	19.6995	3.74074	3.93322	8	2	17.02	18.02	
17.02	30362.9	12.3302	27.9971	99.8502	13	2	24.02	25.02	
24.02	32.928	1.68	2.49777	1.31467	17	0			
25.02	1550.91	14.8864	5.75869	15.2251	17	2	34.02	35.02	
34.02	92.1984	9.36	1.77072	2.34298	25	0			
35.02	233.789	12.5697	2.43318	4.2632	25	2	38.02	39.02	
38.02	121.834	14.1363	1.65631	1.61593	35	0			
39.02	184.397	12.7031	2.14955	4.5905	35	2	44.02	45.02	
44.02	128.419	14.9232	1.65504	2.74654	39	0			
45.02	375.379	36.229	1.81607	2.44789	39	0			
18.02	353.976	7.9196	3.7719	9.24874	13	2	26.02	27.02	
26.02	233.789	28.4832	1.61638	1.66689	18	0			
27.02	202.507	39.8123	1.27244	1.53184	18	0			
14.02	1420.84	41.9357	3.28402	5.14165	8	2	19.02	20.02	
19.02	62.5632	5.19323	1.95824	1.50657	14	2	28.02	29.02	
28.02	302.938	42.8535	1.50006	2.61853	19	0			
29.02	75.7344	16.007	1.22721	1.59175	19	0			
20.02	102.077	22.5869	1.19939	1.19384	14	0			
37.02	431.906	5.9397	4.81102	5.16099	36	2	42.02	43.02	
42.02	3752.15	44.075	5.20558	9.1148	37	1	48.02		
48.02	16.464	4.57651	1.0701	0.56	42	0			
43.02	1116.81	53.3825	2.58057	3.47526	37	0			
46.02	2362.58	80.5291	3.05592	4.5194	47	0			
38.03	665.146	12.9469	4.04391	8.66823	N/A	2	36.03	39.03	
36.03	79.0272	8.95025	1.67647	1.82387	38	2	34.03	37.03	
34.03	643.742	26.1779	2.79778	2.50837	36	2	35.03	32.03	
35.03	212.386	39.8635	1.30227	1.55093	34	0			
32.03	184.397	11.1704	2.29228	2.45122	34	2	33.03	29.03	
33.03	167.933	14.8338	1.89831	2.38997	32	0			
29.03	42.8064	2.59661	2.29074	1.55281	32	3	30.03	31.03	25.03
30.03	543.312	51.3037	1.83601	2.5259	29	0			
31.03	510.384	13.4338	3.47755	4.18032	29	0			
25.03	1343.46	30.6133	3.73751	3.33712	29	2	18.03	23.03	
18.03	3562.81	53.5072	4.60379	4.3248	25	2	17.03	12.03	
17.03	739.234	31.6995	2.72452	3.25572	18	1	24.03		
24.03	623.986	23.2525	2.92265	2.8415	17	2	26.03	28.03	
26.03	70.7952	2.59661	2.94594	1.74555	24	2	21.03	27.03	
21.03	377.026	9.93631	3.47534	2.95508	26	2	15.03	22.03	
15.03	243.667	8.74328	2.97842	3.49292	21	2	10.03	16.03	
10.03	734.294	19.2963	3.48035	3.34063	15	2	9.03	5.03	
9.03	166.286	4.57651	3.40084	2.79893	10	2	13.03	14.03	
13.03	327.634	6.14667	4.11907	2.81467	9	2	19.03	20.03	
19.03	260.131	14.5496	2.38559	2.84669	13	0			
20.03	735.941	35.7932	2.55827	2.38159	13	0			
14.03	90.552	5.97651	2.19609	2.02739	9	0			
5.03	632.218	34.3118	2.42179	2.85958	10	2	3.03	6.03	
3.03	480.749	20.8629	2.7083	4.31604	5	2	4.03	1.03	
4.03	528.494	14.9196	3.35789	2.88053	3	2	7.03	8.03	
7.03	991.133	34.4627	3.02564	3.44037	4	0			
8.03	1881.84	112.285	2.30969	2.30342	4	0			
1.03	1748.48	28.2026	4.44233	4.53938	3	2	0.03	2.03	
0.03	2955.29	112.208	2.89544	3.28345	1	0			
2.03	653.621	26.6324	2.79501	3.5035	1	0			
6.03	671.731	28.0692	2.75999	7.20343	5	1	11.03		
11.03	69.1488	14.8296	1.21829	1.01365	6	0			
16.03	23.0496	1.4	2.28925	2.2	15	0			
22.03	19.7568	2.59661	1.55625	0.98	21	0			
27.03	302.938	13.3162	2.69099	2.58463	26	0			
28.03	5550.01	218.567	2.84302	3.47893	24	0			
12.03	2532.16	85.844	3.06419	3.11725	18	0			
23.03	1211.75	45.9988	2.89573	3.30263	25	0			
37.03	29.6352	3.99661	1.53632	1.05187	36	0			
39.03	128.419	16.9435	1.55324	2.16366	38	0			
26.04	3663.24	10.1765	10.7043	37.1642	N/A	2	21.04	25.04	
21.04	686.549	36.1222	2.45965	2.82665	26	2	17.04	22.04	
17.04	785.882	33.2292	2.74374	3.38778	21	2	10.04	18.04	
10.04	1125.04	29.3588	3.49253	3.74861	17	2	5.04	9.04	
5.04	892.898	26.8062	3.25618	3.04132	10	2	2.04	6.04	
2.04	214.581	6.7598	3.17873	2.76583	5	2	0.04	1.04	
0.04	273.302	19.7429	2.09914	2.05968	2	0			
1.04	123.48	2.59661	3.89063	2.65697	2	2	3.04	4.04	
3.04	283.181	16.1234	2.36444	2.17278	1	0			
4.04	592.704	17.276	3.30463	2.75404	1	2	7.04	8.04	
7.04	339.158	12.6995	2.91563	2.43221	4	2	13.04	14.04	
13.04	223.91	25.4798	1.67249	1.7918	7	0			
14.04	207.446	30.0937	1.48129	1.49631	7	0			
8.04	228.85	6.59323	3.32392	2.30644	4	2	15.04	16.04	
15.04	9.8784	2.59661	1.10044	0.659966	8	2	19.04	20.04	
19.04	3.2928	0	inf	0	15	0			
20.04	4430.46	237.646	2.43604	2.82819	15	0			
16.04	248.606	24.2506	1.80643	1.82887	8	0			
6.04	97.6864	4.16677	2.73176	1.97736	5	2	11.04	12.04	
11.04	396.782	24.8999	2.25218	2.38738	6	0			
12.04	451.114	22.4728	2.52778	2.61615	6	0			
9.04	826.493	47.2394	2.35989	2.71922	10	0			
18.04	361.659	16.6593	2.62873	2.74952	17	2	23.04	24.04	
23.04	419.283	32.578	2.02403	2.24612	18	2	27.04	28.04	
27.04	40.0624	3.99661	1.78627	1.56924	23	0			
28.04	463.187	27.8261	2.30185	2.13544	23	1	29.04		
29.04	261.778	20.2794	2.02705	1.68119	28	2	30.04	31.04	
30.04	49.392	7.3801	1.45956	1.10399	29	0			
31.04	125.126	11.5801	1.85457	1.53869	29	2	32.04	33.04	
32.04	3.2928	0	inf	0	31	0			
33.04	589.411	99.4843	1.37327	1.73626	31	0			
24.04	609.717	39.1624	2.22615	2.28661	18	0			
22.04	3249.99	166.715	2.49103	3.72299	21	0			
25.04	1066.87	57.0581	2.43962	2.64004	26	0			
2.5	2380.69	105.753	2.67688	2.746	N/A	2	0.5	1.5	
0.5	167.933	8.37035	2.52709	2.38475	2	0			
1.5	2405.39	82.5015	3.0464	2.86635	2	2	3.5	4.5	
3.5	1740.24	102.938	2.31975	2.61792	1	0			
4.5	655.267	35.0275	2.44023	2.52998	1	2	5.5	6.5	
5.5	42.8064	5.77374	1.53621	1.68112	4	0			
6.5	194.275	24.8105	1.57876	2.10142	4	0			
0.6	569.654	20.324	2.98694	2.89008	N/A	2	1.6	2.6	
1.6	59.2704	1.4	3.67096	1.91265	0	2	3.6	4.6	
3.6	482.395	20.9763	2.70559	2.54045	1	0			
4.6	647.035	27.7035	2.7266	2.48072	1	0			
2.6	595.997	59.0819	1.79192	2.1821	0	0			
1.7	4.24E-231	0.5	5.20E-116	1.29E-231	N/A	0			
1.8	-6.5856	0.5	nan	2	N/A	0			
