 name	 vol(cu.um)	 len(um)	 <r>_vl(um)	 <r>_obs(um)	 par	 num_child	 children...		
6.03	329.472	21.7212	2.19732	5.01046	2	0			
0.03	1257.98	44.5577	2.99779	3.20704	1	0			
0.4	2564.35	55.9118	3.82087	4.40037	N/A	2	1.4	2.4	
1.4	161.28	7.708	2.58074	2.06644	0	2	3.4	4.4	
3.4	13.824	0.5	2.96659	1.13333	1	2	5.4	6.4	
5.4	133.632	13.5911	1.76911	1.80314	3	0			
6.4	267.264	18.4907	2.14495	2.2948	3	0			
4.4	179.712	8.49969	2.59425	2.31694	1	0			
2.4	34.56	7.09969	1.24478	0.8	0	0			
1.5	7.96E-77	0.5	7.12E-39	1.73E-77	N/A	0			
1.6	0	0.5	0	0	N/A	0			
1.7	-9.216	0.5	nan	1.73E-77	N/A	0			
