 name	 vol(cu.um)	 len(um)	 <r>_vl(um)	 <r>_obs(um)	 par	 num_child	 children...		
18.02	249.312	16.5178	2.1919	2.15219	21	2	17.02	15.02	
17.02	31.36	5.50593	1.34647	1.23036	18	0			
15.02	210.112	5.09117	3.62445	6.50142	18	2	14.02	16.02	
14.02	724.416	41.0072	2.37131	3.44792	15	2	12.02	13.02	
12.02	12.544	2.54558	1.25242	0.881507	14	2	10.02	11.02	
10.02	28.224	4.67161	1.38676	1.45819	12	2	8.02	9.02	
8.02	15.68	2.54558	1.40025	1.13041	10	2	6.02	7.02	
6.02	3.136	0.5	1.41295	0	8	2	3.02	5.02	
3.02	31.36	4.52548	1.48519	1.0926	6	2	2.02	4.02	
2.02	50.176	9.45151	1.29994	1.40629	3	2	1.02	0.02	
1.02	25.088	2.12603	1.93809	2.06821	2	0			
0.02	21.952	4.52548	1.2426	1.00744	2	0			
4.02	21.952	4.25206	1.28192	1.29574	3	0			
5.02	166.208	10.3237	2.26378	2.63294	6	0			
7.02	15.68	6.37809	0.884612	0.28	8	0			
9.02	9.408	2.12603	1.18683	0.659966	10	0			
11.02	20.384	6.79764	0.976991	0.73229	12	0			
13.02	26.656	11.0497	0.876289	1.07295	14	0			
16.02	47.04	7.07107	1.45518	1.33213	15	2	19.02	20.02	
19.02	6.272	0	inf	0.989949	16	2	23.02	24.02	
23.02	16.7253	7.83196	0.824475	0.233333	19	1	25.02		
25.02	1.04533	0.5	0.815769	0	23	0			
24.02	16.7253	6.23196	0.924273	0.754247	19	0			
20.02	47.04	9.61186	1.24812	1.29631	16	0			
22.02	1323.39	45.3198	3.04878	4.94196	21	0			
3.03	1630.72	55.9885	3.04485	3.26267	N/A	2	1.03	4.03	
1.03	871.808	20.9398	3.6404	3.29429	3	2	0.03	2.03	
0.03	9.408	2.54558	1.08463	0.533333	1	0			
2.03	62.72	7.2172	1.6632	1.73766	1	0			
4.03	1640.13	26.1929	4.46449	3.98193	3	2	5.03	6.03	
5.03	150.528	7.2172	2.57661	2.85434	4	0			
6.03	78.4	1.4	4.22201	1.92184	4	2	7.03	8.03	
7.03	440.608	14.2693	3.13509	2.94726	6	0			
8.03	804.384	36.1658	2.66077	2.86306	6	2	9.03	10.03	
9.03	90.944	6.37809	2.13043	2.12337	8	0			
10.03	473.536	33.1114	2.1336	1.91673	8	2	11.03	12.03	
11.03	25.088	11.0497	0.850125	0.35	10	0			
12.03	53.312	9.75799	1.31873	1.2444	10	0			
4.04	702.464	25.5734	2.95694	3.03261	N/A	2	3.04	1.04	
3.04	219.52	25.7924	1.64595	1.5358	4	0			
1.04	241.472	7.45206	3.21159	2.5755	4	2	0.04	2.04	
0.04	323.008	79.166	1.13963	0.954494	1	0			
2.04	376.32	20.1237	2.43978	1.71483	1	2	5.04	6.04	
5.04	97.216	9.1971	1.83429	2.32776	2	0			
6.04	112.896	10.4172	1.85733	1.68255	2	2	7.04	8.04	
7.04	94.08	16.7084	1.33877	1.4243	6	0			
8.04	247.744	21.5734	1.91191	1.49899	6	2	9.04	10.04	
9.04	187.637	52.2729	1.06892	0.730159	8	2	11.04	12.04	
11.04	16.7253	6.50538	0.904641	0.466667	9	0			
12.04	1.04533	0.5	0.815769	0	9	0			
10.04	330.848	48.2403	1.47752	1.43868	8	0			
12.05	2881.98	104.9	2.95721	3.06917	N/A	2	11.05	10.05	
11.05	125.44	6.65151	2.45009	2.15392	12	0			
10.05	536.256	71.216	1.54818	1.83595	12	2	9.05	7.05	
9.05	21.952	10.9432	0.799078	0.228571	10	0			
7.05	9.408	0.5	2.44731	1.17534	10	2	8.05	5.05	
8.05	25.088	1.4	2.38833	1.65236	7	0			
5.05	111.328	21.4272	1.28601	1.16909	7	2	6.05	4.05	
6.05	21.952	4.7799	1.20907	0.6	5	0			
4.05	199.136	40.2433	1.25503	1.1158	5	2	2.05	3.05	
2.05	12.544	1.9799	1.42011	0.7	4	2	0.05	1.05	
0.05	12.544	4.52548	0.939314	0.35	2	0			
1.05	25.088	7.48583	1.03285	0.615754	2	0			
3.05	31.36	7.90538	1.1237	0.72	4	0			
2.6	200.704	15.8344	2.00864	1.73179	N/A	2	1.6	0.6	
1.6	59.584	8.77754	1.46995	1.39152	2	0			
0.6	141.12	19.4822	1.51845	1.29485	2	0			
2.7	856.128	183.556	1.21846	0.942803	N/A	2	0.7	1.7	
0.7	539.392	165.258	1.01928	0.657906	2	0			
1.7	247.744	68.5049	1.07292	0.914145	2	0			
1.8	4.45878e-315	0.5	5.33E-158	1.4218e-315	N/A	0			
