 name	 vol(cu.um)	 len(um)	 <r>_vl(um)	 <r>_obs(um)	 par	 num_child	 children...		
104.001	175.616	26.525	1.45171	1.34222	79	0			
80.001	125.44	18.5403	1.46752	1.16799	55	2	105.001	106.001	
105.001	323.008	44.5699	1.51884	2.68829	80	2	123.001	124.001	
123.001	37.632	16.9237	0.841311	0.293836	105	0			
124.001	12.544	4.25206	0.969044	0.35	105	0			
106.001	81.536	5.92548	2.09285	2.40011	80	0			
56.001	260.288	12.61	2.56327	2.62087	38	0			
23.001	152.096	63.4149	0.873752	0.610865	15	0			
2.001	14096.3	60.8104	8.58992	11.1933	6	2	1.001	0.001	
1.001	3487.23	132.003	2.89983	2.33632	2	3	3.001	4.001	5.001
3.001	216.384	10.5971	2.54944	3.23821	1	2	8.001	9.001	
8.001	178.752	45.7102	1.11569	0.843964	3	0			
9.001	43.904	14.1231	0.994745	1.13542	3	0			
4.001	1781.25	144.889	1.9782	1.57639	1	2	10.001	11.001	
10.001	67.424	21.0953	1.00865	0.726359	4	0			
11.001	164.64	38.7504	1.16293	0.965966	4	2	16.001	17.001	
16.001	21.952	6.50538	1.0364	0.6	11	2	24.001	25.001	
24.001	16.7253	4.25206	1.11896	0.7	16	2	39.001	26.001	
39.001	41.8133	17.9604	0.860843	0.528571	24	0			
26.001	32.4053	9.76278	1.02789	0.945465	24	1	27.001		
27.001	21.952	5.92548	1.08593	0.628571	26	2	40.001	41.001	
40.001	6.272	2.54558	0.885593	0	27	0			
41.001	51.2213	14.3918	1.06437	1.37042	27	2	57.001	58.001	
57.001	4.18133	2.12603	0.791221	0	41	2	81.001	82.001	
81.001	9.408	2.54558	1.08463	0.466667	57	0			
82.001	9.408	0.5	2.44731	0.933333	57	2	107.001	108.001	
107.001	3.136	0	inf	0	82	0			
108.001	25.088	9.47161	0.918219	0.375	82	0			
58.001	1.04533	0.5	0.815769	0	41	0			
25.001	75.264	19.1551	1.11835	1.29486	16	0			
17.001	50.176	16.8291	0.974189	0.658824	11	0			
5.001	373.184	59.5281	1.41262	1.26522	1	0			
0.001	1916.1	107.215	2.3851	2.12393	2	0			
19.001	24376.1	86.4527	9.47367	11.1495	18	2	31.001	32.001	
31.001	57177.1	179.561	10.0677	11.7916	19	1	50.001		
50.001	9235.52	35.0156	9.16273	9.72066	31	2	71.001	72.001	
71.001	360.64	14.1373	2.84956	2.17365	50	2	93.001	94.001	
93.001	122.304	12.6711	1.75283	1.21944	71	2	114.001	115.001	
114.001	15.68	0.5	3.15946	1.29665	93	2	127.001	128.001	
127.001	116.032	28.6793	1.13483	0.883944	114	0			
128.001	178.752	37.3108	1.2349	0.90962	114	0			
115.001	702.464	10.7432	4.56215	9.71106	93	2	119.001	100.001	
119.001	545.664	41.1955	2.05335	2.61164	115	0			
100.001	454.72	10.7054	3.67702	2.60139	115	2	99.001	75.001	
99.001	40.768	0.5	5.09448	2.0156	100	2	118.001	117.001	
118.001	166.208	24.3385	1.47436	1.2539	99	0			
117.001	213.248	23.6267	1.69499	1.56077	99	1	116.001		
116.001	169.344	28.2994	1.38013	1.29723	117	0			
75.001	3745.95	15.5752	8.74963	20.4133	100	2	76.001	52.001	
76.001	479.808	34.9026	2.09185	2.62881	75	0			
52.001	1328.1	23.4427	4.24655	3.41163	75	1	51.001		
51.001	636.608	19.7706	3.20149	2.60941	52	2	73.001	74.001	
73.001	269.696	18.9947	2.12591	1.7465	51	2	97.001	98.001	
97.001	37.632	8.63141	1.17805	0.929983	73	0			
98.001	37.632	10.3237	1.07718	0.716667	73	0			
74.001	156.8	17.5409	1.68683	1.6444	51	0			
94.001	144.256	13.303	1.85788	1.41033	71	0			
72.001	68.992	1.9799	3.33045	2.46707	50	2	95.001	96.001	
95.001	583.296	40.7333	2.13498	1.79345	72	0			
96.001	570.752	26.0262	2.64207	2.37024	72	0			
32.001	3571.9	28.2084	6.34871	5.4089	19	0			
30.001	2792.61	18.677	6.89884	7.18881	29	3	46.001	47.001	48.001
46.001	170.912	11.0309	2.22079	2.19432	30	0			
47.001	511.168	7.2172	4.74813	4.18346	30	2	65.001	66.001	
65.001	156.8	22.8817	1.47691	1.26326	47	0			
66.001	1577.41	82.4282	2.46808	3.1155	47	0			
48.001	3581.31	27.4824	6.44049	10.5889	30	2	67.001	68.001	
67.001	65.856	11.5255	1.34863	0.996478	48	0			
68.001	23868.1	11.1059	26.1551	49.5376	48	2	89.001	90.001	
89.001	78.4	1.9799	3.55027	1.89166	68	2	112.001	113.001	
112.001	40.768	16.9562	0.874824	0.323077	89	0			
113.001	56.448	2.54558	2.65678	1.58541	89	2	125.001	126.001	
125.001	9.408	2.12603	1.18683	0.466667	113	0			
126.001	78.4	13.8309	1.34325	1.04343	113	0			
90.001	219.52	15.6172	2.11524	1.53673	68	0			
45.001	37.632	4.14558	1.69985	1.62838	44	0			
63.001	181.888	36.2221	1.26427	1.23213	64	0			
87.001	34.496	14.2497	0.877822	0.381818	88	0			
49.001	2063.49	4.52548	12.0474	9.27835	69	0			
11.02	824.768	45.0367	2.41439	3.77824	N/A	1	8.02		
8.02	31.36	0	inf	2.1648	11	2	4.02	7.02	
4.02	329.28	25.5001	2.02739	2.11141	8	2	3.02	1.02	
3.02	526.848	44.2426	1.94692	2.71205	4	0			
1.02	216.384	23.4285	1.71461	1.28718	4	2	0.02	2.02	
0.02	169.344	40.5877	1.15243	1.0271	1	0			
2.02	112.896	12.6497	1.68548	1.25571	1	2	5.02	6.02	
5.02	119.168	25.7409	1.21393	1.01029	2	0			
6.02	112.896	33.1776	1.04074	0.787377	2	0			
7.02	21.952	2.54558	1.65679	1.11141	8	2	9.02	10.02	
9.02	116.032	14.854	1.57686	1.22394	7	0			
10.02	21.952	2.12603	1.81292	1.08284	7	2	12.02	13.02	
12.02	25.088	2.54558	1.77119	1.33688	10	0			
13.02	125.44	11.8888	1.83263	2.02586	10	2	14.02	15.02	
14.02	997.248	121.741	1.61476	2.00622	13	0			
15.02	188.16	14.8492	2.00834	1.48076	13	2	16.02	17.02	
16.02	106.624	34.7138	0.988784	0.684459	15	0			
17.02	134.848	12.8835	1.82529	1.32352	15	2	18.02	19.02	
18.02	123.872	37.971	1.01903	0.753803	17	0			
19.02	67.424	7.89117	1.64916	1.23383	17	2	20.02	21.02	
20.02	78.4	24.9018	1.00108	0.807734	19	0			
21.02	29.2693	14.3823	0.804853	0.28	19	2	22.02	23.02	
22.02	1.04533	0.5	0.815769	0	21	0			
23.02	104.533	38.8568	0.925377	0.650158	21	0			
6.03	1056.83	37.8723	2.98035	3.06313	N/A	2	5.03	2.03	
5.03	275.968	24.7929	1.88231	2.26433	6	2	9.03	10.03	
9.03	37.632	5.65206	1.4558	1.26896	5	2	11.03	12.03	
11.03	15.68	2.54558	1.40025	1.24527	9	2	13.03	14.03	
13.03	28.224	6.37809	1.18683	0.842211	11	2	15.03	16.03	
15.03	40.768	9.59764	1.16279	0.969049	13	0			
16.03	3.136	0	inf	0	13	0			
14.03	109.76	26.8983	1.13968	1.47768	11	0			
12.03	6.272	2.12603	0.969044	0	9	0			
10.03	119.168	8.39764	2.12533	1.97177	5	0			
2.03	137.984	16.8291	1.61551	2.96305	6	2	1.03	0.03	
1.03	51.744	2.54558	2.54367	1.6057	2	2	3.03	4.03	
3.03	75.264	11.3628	1.45203	1.52223	1	0			
4.03	506.464	17.2344	3.05845	2.67897	1	2	7.03	8.03	
7.03	62.72	10.7432	1.3632	1.8257	4	0			
8.03	34.496	4.52548	1.55768	1.16837	4	0			
0.03	370.048	22.5794	2.28401	2.62541	2	0			
0.04	40.768	2.54558	2.25783	2.95162	N/A	2	1.04	2.04	
1.04	3.136	0	inf	0	0	0			
2.04	172.48	8.6172	2.52413	2.6932	0	2	3.04	4.04	
3.04	15.68	0.5	3.15946	1.16	2	2	5.04	6.04	
5.04	31.36	2.12603	2.16685	1.77104	3	0			
6.04	890.624	42.6777	2.57734	2.70133	3	2	9.04	10.04	
9.04	53.312	4.25206	1.99774	1.97061	6	0			
10.04	21.952	4.92603	1.19101	0.792226	6	0			
4.04	65.856	2.12603	3.14006	2.61345	2	2	7.04	8.04	
7.04	62.72	9.1971	1.47334	1.34249	4	0			
8.04	75.264	6.07161	1.9864	2.89072	4	0			
6.5	1234.02	54.5311	2.68388	2.8097	N/A	2	2.5	5.5	
2.5	37.632	0.5	4.89462	2.11593	6	2	1.5	0.5	
1.5	34.496	5.65206	1.39382	1.35103	2	2	3.5	4.5	
3.5	15.68	4.67161	1.03363	0.789117	1	0			
4.5	12.544	2.54558	1.25242	0.7	1	0			
0.5	31.36	2.54558	1.98025	1.41509	2	0			
5.5	62.72	6.79764	1.71376	1.68976	6	0			
5.6	893.76	47.9836	2.43494	5.06234	N/A	2	4.6	6.6	
4.6	68.992	4.52548	2.20289	1.94661	5	2	2.6	3.6	
2.6	159.936	28.3403	1.34028	1.12809	4	2	0.6	1.6	
0.6	72.128	23.0468	0.998095	0.817391	2	0			
1.6	84.672	26.4143	1.01013	0.6437	2	0			
3.6	59.584	18.7213	1.00652	0.704205	4	0			
6.6	1624.45	73.1589	2.65855	2.47301	5	0			
2.7	243.04	4.10593	4.34068	3.59205	N/A	2	1.7	0.7	
1.7	230.496	16.2368	2.12573	2.01532	2	2	3.7	4.7	
3.7	12.544	2.12603	1.37044	0.75	1	0			
4.7	134.848	9.37809	2.13939	3.0518	1	0			
0.7	611.52	28.5385	2.61165	3.40179	2	0			
2.8	2916.48	70.6016	3.62616	3.78481	N/A	2	1.8	0.8	
1.8	141.12	8.72548	2.26895	1.84667	2	0			
0.8	655.424	65.5523	1.78399	1.79006	2	0			
0.9	392.523	19.4634	2.53366	4.77215	N/A	2	1.9	2.9	
1.9	225.269	57.7486	1.11431	1.47826	0	0			
2.9	2305.48	93.9661	2.7946	2.57792	0	0			
